x1,x2,x3,x4,x5,x6,y
0.44285,-0.50263,-0.29313,0,3.14221,-0.12105,-2.12212
-0.94594,1.32003,1.65431,1,4.86593,-1.15474,3.29416
2.69419,-1.38135,-1.32693,0,0.09049,0.08899,4.78124
-2.24692,0.0089,-0.69014,0,0.06965,-1.13605,-5.6981
0.37785,1.20559,0.5081,0,2.37585,-2.43924,0.98676
-2.22858,-0.49019,-0.35437,1,3.12553,0.43009,-7.74792
1.2369,0.4468,1.50234,0,4.39173,-0.92912,3.81112
-2.68021,-0.36792,0.22415,1,3.17358,-0.71367,-9.93399
0.19811,0.67462,0.87176,0,0.7636,0.09913,3.58534
-0.91948,-1.39694,-0.04411,0,0.85785,1.25199,0.51226
-2.64018,-0.47931,-0.48994,0,2.74928,-0.29291,-11.72958
-0.63323,-1.38699,-1.17926,0,0.30766,-0.8541,2.94567
-1.1646,-1.10539,-0.7995,0,2.22088,-1.05693,-0.65621
-2.88546,0.10071,0.26979,0,2.01829,-0.85725,-9.44777
-1.65921,1.39297,1.03896,0,2.91445,0.77874,-5.95042
-0.84952,-0.92201,-1.00162,1,2.02436,-1.25522,-2.7156
2.35016,-0.86273,-0.8731,1,2.4703,-0.65602,-1.77594
2.70622,-1.66132,-0.95803,0,0.46656,-0.3748,2.25124
-0.68076,0.87432,1.92698,0,3.25537,-0.46774,-1.39701
1.0464,0.20548,0.26377,0,3.44156,-0.44996,3.61208
2.26523,1.59172,0.66873,1,0.76501,1.53925,2.36638
-1.0099,-0.74737,-0.83083,1,4.4775,-2.00433,-5.01568
2.87007,0.05836,1.5001,1,4.61949,0.00718,4.99138
-0.12113,0.17006,0.31306,0,0.00264,0.97188,1.93266
-1.54886,-0.1598,-0.69368,0,0.9514,-0.11074,-4.56299
2.05291,-0.3654,-0.35365,1,1.36367,-0.49299,0.41715
-2.20319,0.24351,0.1105,0,4.78529,0.4793,-6.28581
0.30923,0.21735,-0.29001,0,2.02834,0.68883,4.90398
-2.12944,0.91201,1.21636,0,1.88854,0.48708,-5.8758
0.83678,0.33609,0.75743,0,2.65626,-1.9207,3.46721
-0.94108,-1.01605,-1.16151,0,3.02435,0.98623,-0.30073
1.43286,1.07288,0.5166,0,2.82172,-0.31214,2.18604
-0.23647,-1.23743,0.27716,0,4.19287,0.42198,2.66547
1.44481,-0.45904,-0.38881,0,2.67511,1.06222,1.43587
1.68889,1.74088,0.23573,1,1.87847,0.32517,1.23318
-0.75947,-1.63496,-1.38998,1,1.10379,-2.06695,-2.25274
-1.66071,1.49113,1.35806,1,1.84343,0.45661,-4.15022
-1.33121,1.44672,0.54251,1,3.61287,2.61536,-3.02359
0.88326,1.37212,1.26707,0,2.61214,-2.62964,1.72098
0.77919,-1.66097,-2.43301,0,0.21073,0.47553,3.73943
0.51812,0.27382,1.03936,0,3.39182,1.17205,2.99069
-2.34392,0.72723,0.28441,1,1.95731,0.95364,-6.96718
2.10121,-0.44343,0.37206,1,2.24529,-0.7205,2.92688
1.03825,0.5706,0.51111,0,2.87374,0.85798,5.0295
2.50246,0.5203,0.61785,0,1.35887,-1.517,1.32414
-2.04298,0.99656,0.17239,0,2.095,0.63791,-6.27751
2.75933,-0.89938,-0.2243,0,1.28168,0.9526,0.34415
1.8104,2.12908,0.46164,0,4.82342,0.8209,3.04184
-0.40575,0.76521,0.70032,1,2.11794,0.34941,2.57097
-2.48502,-1.23596,-0.21978,1,4.25303,-0.06498,-10.19071
2.04952,0.48618,-0.35123,0,1.85712,-0.79365,4.0551
1.99355,-1.96116,-0.33124,0,2.22154,0.76014,2.62702
1.60733,1.60725,0.37239,1,0.45576,0.50956,1.39853
-2.94679,1.35953,-0.36905,0,0.35455,0.22233,-13.04918
2.39351,0.87331,1.18012,0,1.41158,1.09244,-1.4528
-0.23701,0.62021,1.04763,0,1.58314,0.28313,2.2925
0.64372,0.83124,-0.34311,0,4.20306,-0.39238,2.7226
-1.15244,0.50018,-0.85252,1,4.9189,0.1869,-2.16507
2.71612,-0.16753,-0.26622,0,2.68275,0.06569,2.22873
2.55806,1.47664,1.6545,1,4.26623,1.68566,-1.69175
2.40919,-0.82547,-0.66482,0,2.54676,-1.73895,0.80892
1.2382,-0.73075,-0.58873,0,3.34995,0.59101,6.01955
-2.68492,1.1544,1.35719,0,0.19003,1.52491,-9.72601
-1.54699,0.58481,1.06942,0,4.6481,-1.57703,-2.07679
1.58052,-1.84199,-0.79044,1,3.65547,1.43316,4.63562
2.31053,-0.31698,-0.47133,0,4.84678,-0.49316,2.93639
-2.44719,-0.09838,1.2472,1,3.19775,-0.64107,-7.07499
1.12286,-0.20893,-0.19823,0,3.91199,-1.71241,2.36151
0.48479,0.31764,-1.23371,1,1.78103,-0.31511,-0.13527
-1.35946,0.5879,1.3511,0,2.62134,0.43318,-0.84584
0.47377,-0.23524,-0.74561,0,0.84889,0.71606,1.17741
0.13046,-0.13225,-0.37114,0,4.80232,2.44962,1.08
1.26357,-0.68193,-0.23329,0,2.50253,-0.08888,0.39147
-2.97732,-0.91761,-0.45135,1,2.77015,-1.95475,-13.43559
-1.08948,-0.15621,-1.44982,1,2.30796,-0.96744,-6.10278
2.77694,-0.2432,0.52953,0,3.97883,0.00359,1.97786
0.48112,-1.71139,-1.51592,1,4.25975,-0.70427,-0.75777
-0.15681,-1.38564,-0.45475,1,1.15643,-0.15405,1.0971
0.47519,0.47677,1.00367,0,3.09123,1.25956,3.37245
2.45848,0.96911,0.82469,1,0.34975,0.91085,4.30759
-2.08181,-1.08935,0.28455,1,0.61395,-0.9193,-0.32053
-0.0488,0.20682,0.26668,0,1.12543,-1.10599,2.05192
0.52563,-0.36678,-0.84402,1,0.92775,0.48826,-0.28162
0.28629,1.98624,1.28307,0,2.56168,-0.32852,1.61823
-2.12306,-0.15315,-0.10791,0,1.94976,-0.97635,-4.8581
1.62637,-1.69922,-1.14315,0,2.62999,-1.42752,2.99938
2.07893,-0.33399,-0.37991,0,3.48765,-0.41075,-0.67852
0.99025,-0.09017,-1.17307,0,2.2704,-0.06955,3.00787
-2.44619,1.32583,1.0169,1,0.16248,-1.32706,-8.37314
1.68064,-0.77597,-0.63111,1,0.35601,-0.16847,1.00593
-2.27952,-2.6423,-2.61087,0,1.82727,0.3839,-7.19494
1.22476,0.59329,1.39436,0,0.44469,-0.91085,5.14267
2.8095,0.03269,-2.15335,0,2.22992,-0.87107,1.15356
-1.8057,0.1475,0.28465,1,1.27797,0.91584,-3.5011
-0.86745,-0.30509,-0.38519,0,2.00899,0.27015,-2.39841
-1.23567,0.41135,0.46778,1,3.24058,-0.47384,0.05838
-2.91524,0.38931,0.39105,0,1.35254,-1.18807,-9.48356
-0.28599,0.03047,0.23714,1,4.87542,-0.91005,1.80464
0.38697,-0.99613,-0.81904,0,1.05995,-0.06462,1.50328
1.97815,0.23125,-0.7583,0,2.50949,-0.35308,2.93594
-1.73109,2.92051,2.38016,1,4.93165,-1.04644,1.77346
-0.56271,0.60839,0.21214,0,1.82672,-1.46933,1.90292
-0.04673,0.77927,1.02299,0,1.91923,0.60388,2.49171
-0.5862,-0.86282,-1.54136,0,3.65615,0.00442,-1.32057
-0.20592,0.8929,-0.43066,0,3.16278,0.64839,2.05255
1.15991,-0.33814,-0.25544,0,0.14498,1.94397,1.48167
1.74201,-1.18753,-0.74958,1,1.31455,0.38072,-1.52442
-1.99072,0.14413,-1.31595,1,4.00442,1.02446,-8.38477
-2.2887,1.36992,1.24822,0,4.9,-0.47591,-12.34405
1.54031,0.18808,-1.25278,1,0.87839,-0.09214,-0.21945
2.7409,-0.30304,-0.27847,0,2.59732,2.70705,-1.87954
-2.03821,-0.14288,0.05371,0,4.86898,0.54167,-6.50394
-2.72952,0.22553,-0.5586,0,2.23181,-0.15118,-10.42648
2.17598,-0.15866,0.61834,0,1.6142,0.87714,2.68999
-2.66027,0.13844,-0.33327,1,1.54822,-0.72053,-9.19148
2.59298,0.16524,-0.09636,0,4.02749,0.30838,0.87341
0.96584,-0.62173,-1.08329,0,0.57755,-1.84074,1.57362
-2.82076,-0.09644,0.06218,1,4.19683,1.15749,-11.50269
-1.07122,-1.83782,-1.67747,1,0.98511,-0.09981,-3.87921
-0.41731,0.91243,-0.39228,0,3.35111,0.86228,-0.90175
1.68484,-1.23562,0.55185,0,2.56384,-0.23641,3.93514
-1.42822,0.17983,-1.13925,0,3.77263,0.47507,-1.19036
2.19538,-1.06553,-1.33888,0,4.86393,0.06827,1.8197
1.59962,0.51269,0.84122,0,3.06079,-0.5744,5.08878
1.35345,1.16699,0.14042,0,1.91758,0.33444,2.03784
-0.34149,-1.8014,-1.72093,0,2.30998,1.20793,1.43083
0.79371,-0.24629,-0.5921,1,3.01185,0.41889,-0.30132
0.61451,-0.33573,-1.1968,1,3.06714,-1.07468,-1.56759
1.57141,-1.51288,-1.38216,0,4.23912,0.06182,4.74439
0.0375,-0.54437,0.53713,0,2.00389,0.69834,0.00685
2.29623,0.23792,-0.00358,0,3.94584,-1.81691,2.60475
1.91743,2.06739,1.19272,0,1.52395,0.39567,2.33622
1.66192,-0.11838,0.01006,0,0.85029,0.79377,2.28869
0.77028,-0.25731,-0.26719,1,2.53125,0.09883,1.9681
-1.98882,1.46892,2.33702,0,3.10469,1.2389,-8.51707
-2.85792,1.22902,1.42894,1,0.16295,-0.61459,-6.64122
-1.80204,-1.19673,-2.01125,0,1.51529,-0.32522,-3.02599
-1.6842,0.67196,-1.37106,1,0.69944,-1.29941,-6.71635
1.94934,-0.24603,-0.20894,0,4.05253,0.63135,1.42206
2.24961,-1.25594,-1.75331,1,1.76239,-0.13614,-1.05187
-0.07253,1.0449,0.9305,1,2.42434,1.07847,4.48753
-0.00903,0.42624,0.14197,0,4.77157,0.44164,2.58032
2.87011,0.01325,-0.13352,1,2.78706,0.39421,1.57941
-0.883,0.59088,-0.31198,0,0.94183,1.54942,1.77529
1.61569,-0.93788,-0.88917,0,1.36563,-0.12764,0.38008
2.72969,-0.30882,0.07375,1,4.77412,0.4857,-2.13644
-2.36223,-0.60632,-1.07972,0,3.784,-0.12974,-9.98461
0.05689,1.18904,1.74587,0,4.51025,0.52602,1.52782
2.20201,-0.73485,-0.54326,0,3.46905,-0.04209,4.1389
-0.13165,-0.78672,-0.37104,1,1.10615,0.6078,-1.17043
1.88285,0.69151,0.94721,1,4.46437,1.02536,6.93925
1.07498,0.30482,0.661,1,3.86745,-0.91125,6.6414
2.00323,-0.35693,-0.48982,1,3.33579,1.26577,2.01531
-0.20712,-1.14573,-1.57594,1,0.26051,0.58277,-2.89198
-2.26592,-0.5314,-1.19766,0,3.03434,1.67522,-8.72569
1.66127,-2.27539,-2.72431,0,2.18394,-0.12253,1.26428
-0.66898,-0.35291,-0.72444,1,3.35862,0.57576,-3.74924
0.32236,0.79359,-0.354,1,4.44252,-0.21823,2.85705
2.00066,0.15729,0.18944,1,4.56487,0.55861,4.13553
-0.73217,0.76903,0.17869,1,1.73962,-0.78272,4.48691
0.84249,0.81438,0.18213,1,1.75607,0.97513,4.39596
-1.9614,0.58167,-0.38751,1,3.15311,-0.7375,-6.3621
0.2603,-1.46973,-1.34954,1,1.99656,2.33596,0.38791
-2.89455,0.65217,-0.13979,1,0.13424,1.02687,-10.44064
2.50709,-0.58347,-1.1822,0,3.97067,0.23378,-1.30258
-2.19463,1.34763,0.39904,0,0.53995,0.22795,-7.36303
-2.58078,0.62632,-1.24063,1,4.00765,0.1789,-10.6282
2.90432,0.81882,1.2218,1,3.06008,0.26292,5.26946
-0.80035,-0.23495,-0.73503,0,2.66685,-0.37701,-0.99472
1.05276,1.27227,1.0984,0,1.99645,0.99695,2.20949
0.99386,1.07913,1.49364,0,0.77197,0.39058,2.30573
0.14901,-0.20188,0.21183,0,0.05737,-0.09444,1.32009
0.95379,0.15254,0.48555,0,0.22078,0.39527,1.45634
-2.47058,-1.85884,-0.99196,1,0.61996,0.44167,-9.2572
-2.6689,-0.98149,0.59527,0,2.53825,0.23255,-10.99099
-0.20744,0.57437,0.86854,1,3.82958,-1.16677,4.14193
-1.25163,0.17973,0.83272,1,4.97435,-0.23669,2.94442
-2.04199,0.39332,0.72407,0,0.60285,0.70487,-2.01656
1.77932,-0.72599,-0.18065,1,0.04548,-0.60298,1.38519
2.97969,0.41395,-0.51348,1,4.88734,-1.23927,0.0949
-2.88116,-0.23794,-0.88981,0,4.24496,0.45094,-16.38344
-1.9864,-0.36335,-0.28732,1,0.30251,-0.7203,-7.20963
0.36701,1.10255,0.57437,1,0.1252,0.68113,2.72115
-1.17513,-1.2273,-1.40168,0,2.50967,0.24414,-0.14622
0.70964,1.85628,0.95879,1,4.75022,-1.57508,4.97496
-2.58434,0.97918,0.18011,1,4.06921,-0.23974,-9.13183
-0.7813,-0.68615,-1.23421,0,4.75685,-0.97327,-2.66512
0.79981,-0.2514,1.92039,0,3.43469,0.76527,1.13612
0.01492,1.0853,0.95203,0,4.95642,-0.99248,1.53945
0.42949,-0.81444,-1.14781,1,4.08947,0.43114,-1.91753
1.23573,-0.28443,-0.35903,0,3.57822,0.91638,1.96725
1.69561,-1.19301,-0.62666,0,0.47786,1.18139,2.58851
2.98726,0.57728,-0.05199,0,4.31711,-1.0107,4.45069
0.80689,1.45089,1.14673,1,0.05435,-0.98718,3.58379
-2.52231,0.16877,0.52554,0,2.21275,0.2417,-6.93838
-1.29146,0.50918,1.40815,0,0.33146,-0.58495,-0.71527
2.97046,0.93442,1.59613,1,1.49279,0.57502,5.159
-1.53086,0.33187,0.91752,1,3.40626,0.56817,-0.5491
-2.09595,-0.86808,-1.36354,1,1.95853,0.69246,-10.5182
1.22523,0.35724,-0.3849,0,4.79249,-0.45126,4.04826
2.74769,0.26733,-0.79881,1,0.21949,-0.58987,0.06274
0.71441,-0.09007,0.97766,1,3.86016,0.18301,8.0701
-1.02371,-0.59812,-0.36047,1,3.57887,0.15915,-4.05112
-2.1637,-1.0781,-0.72003,0,0.82509,0.54236,-8.14321
1.43767,0.27304,-0.40217,0,1.40525,-0.81754,4.27309
2.73845,2.82687,1.40448,0,4.61252,0.85778,6.25201
0.73702,1.11575,1.94413,0,1.26241,-0.71378,2.70314
-0.6054,1.71247,2.05922,1,1.18139,-2.16785,3.71652
-2.08791,-0.92069,0.0233,0,1.32465,-0.39603,-6.34987
0.62813,-2.11268,-2.34324,1,3.38344,1.39247,-3.6468
-1.93568,-0.79085,-1.35841,1,4.11928,-0.51327,-9.66312
0.17407,0.95181,0.35511,0,2.11279,0.89814,2.20171
0.83983,0.01466,-0.8206,0,4.40383,1.55629,2.05769
0.50045,0.03898,-0.18415,0,0.00876,-0.88589,2.16414
2.81155,2.15165,1.07584,0,4.60576,-1.23742,0.43481
1.58126,-0.12999,0.10524,1,0.2103,0.87719,1.64033
0.45512,0.99264,0.60255,0,3.11101,-1.46371,2.36015
-1.8409,-0.15661,-1.08184,0,0.82804,0.04072,-5.76833
2.85195,-0.50082,-0.28047,0,0.90303,-0.79577,-1.55203
-2.58299,-1.25471,-0.63614,0,4.82944,-1.63881,-5.72002
1.01177,0.82129,0.619,0,2.64946,0.40301,5.20939
1.95406,-0.01746,0.36225,1,4.67899,-0.23575,3.88169
0.7854,-3.12062,-2.64316,0,3.7348,0.78403,2.29398
-1.68802,1.36673,1.32152,0,0.75527,-0.67314,-5.01443
0.10981,-0.78889,-0.76991,0,2.12946,0.83682,0.62404
0.43911,0.74096,0.61996,0,3.81445,1.66775,3.02051
2.22741,0.15761,0.18294,1,0.24247,0.44711,2.61322
-0.07287,-1.57718,-0.93318,1,1.45682,-0.3649,0.47282
0.44864,-0.04547,-0.53826,1,3.39769,-0.07926,0.38657
1.26404,1.62298,0.83323,1,4.0066,1.53248,3.32543
-0.74833,0.57994,0.10506,1,0.85764,-0.17554,1.73451
-2.01378,0.9717,2.04109,0,1.64951,-0.91931,-5.40414
2.79539,0.48538,-0.0289,0,1.14377,-0.55059,2.17308
2.80862,1.62725,0.56634,1,0.07851,0.509,-0.33104
-1.61161,-0.00988,-1.50968,0,1.92545,0.38883,-4.06194
-0.88051,0.12268,0.50339,0,2.04739,2.27532,-0.12457
2.00259,0.44691,-0.42304,1,3.74502,0.06494,1.19712
-0.60897,-0.34247,0.14132,1,4.79116,0.46677,-0.73812
0.06446,0.1809,0.8849,0,4.01368,-0.38583,2.68119
-1.55824,-0.31787,0.9874,0,0.5156,1.81331,-5.65894
1.00494,0.0953,-0.84836,0,2.42537,-0.57684,1.99257
0.27692,-1.62564,-2.56331,0,3.94059,-1.45785,3.69206
1.95179,1.74431,1.82302,0,4.43466,0.3991,1.57904
0.68624,-0.24995,0.19039,0,4.13412,-1.16442,2.10998
-1.56738,0.57013,-0.09891,0,1.43074,-1.06362,-0.9914
0.30443,0.57358,1.23035,0,4.73046,0.66379,4.15068
-1.53641,0.56055,0.16759,0,2.14251,0.40401,-2.10434
-2.50406,-0.62847,-1.85833,1,3.17466,0.58173,-14.90452
-0.80352,-1.95722,-0.97654,1,2.89474,-1.86541,-4.44986
-1.37801,-1.43892,-1.35903,0,0.86725,-0.43667,0.1285
1.08352,0.64407,0.1354,1,3.05438,2.04277,6.99852
2.04603,0.26118,-0.29115,1,1.24304,-0.76236,3.30109
2.84635,-0.24183,0.53382,0,0.19527,1.03097,-0.32499
1.40492,-0.21083,-0.44994,1,3.71048,-0.56255,-0.96146
0.83921,-0.98664,0.25274,0,2.35601,-0.58485,1.40198
-1.67793,-0.48793,-0.50697,1,4.01859,1.45029,-6.20262
2.9038,1.29247,1.12317,0,0.76016,0.41673,2.65902
0.48929,-0.69564,0.27011,0,4.55071,-0.64567,0.99354
-1.89471,1.036,0.0903,0,2.91504,-1.14144,-5.83404
-0.82735,-1.48119,-0.72021,0,3.89027,0.13674,1.25382
2.86758,-0.40945,0.41708,0,4.66684,0.6455,-4.43476
-2.92628,0.74503,0.58457,0,1.2276,-0.34632,-12.10596
2.99987,-0.60515,-1.11808,0,2.38834,0.62554,-2.56139
2.4336,0.78683,0.31674,0,0.82186,0.74698,2.6939
-2.44441,-1.42907,-1.6078,0,4.15496,-0.69644,-6.05291
1.08327,0.52094,-0.31358,0,1.68738,-0.37636,2.96634
-0.9259,-1.13836,-0.45627,1,4.34843,1.81266,-2.14516
0.87974,0.20445,-0.30533,1,2.82329,-0.08331,2.65401
0.50454,0.64166,-0.80845,1,4.93534,0.98697,9.7818
-1.15934,-1.01619,-1.03106,0,4.63344,1.25732,-5.35989
-2.93291,-0.91279,-0.27321,0,4.95066,-0.15601,-13.82998
-2.64612,1.07002,-0.04211,1,4.52992,0.79185,-11.5847
-0.44114,0.94817,0.84933,0,0.12884,1.08781,0.17075
-1.29208,0.27552,1.0754,1,1.562,0.81161,0.82791
-1.14167,1.5106,1.09523,0,0.85627,0.78401,-3.87906
0.47158,0.62536,0.49513,0,2.41078,0.53356,3.77592
-0.60513,1.58998,1.04617,1,1.57176,-1.78323,1.35451
-0.73322,0.28405,-0.16342,1,2.66031,0.08583,1.23576
2.09987,0.04361,-0.13475,0,4.78807,-0.43953,1.90562
2.69731,0.09657,-0.17831,1,4.15601,0.20715,3.67838
-1.73624,0.34552,-0.22427,0,2.57173,-1.0423,-2.18327
-0.49998,-0.52329,-0.69796,0,2.52856,-0.31941,-1.32313
-1.32198,0.90144,0.97716,0,0.57977,-0.58451,-2.51205
2.56143,2.2227,1.1182,1,4.78256,-0.21803,3.60567
0.97433,-0.70517,-1.27382,0,4.31422,1.10609,0.03764
-2.79192,0.42241,0.108,0,3.66251,-0.53596,-10.10852
0.13802,-0.04687,-0.15493,1,3.04729,0.24233,1.47575
2.58563,1.14701,0.27303,1,3.57088,-0.40518,-1.29272
0.75882,1.65642,1.41309,0,2.97067,1.03819,0.61463
-1.91372,0.84758,1.69632,1,0.04706,0.11384,-0.37545
2.6689,0.50803,0.49191,0,1.73091,1.37398,1.90286
1.71225,1.90522,2.04198,0,1.75062,-0.94596,2.07813
-0.30472,-0.36075,0.62179,1,3.24386,-1.20088,0.82742
2.12158,0.77748,-0.31611,1,3.56521,1.12073,0.70594
0.45473,-0.78671,-0.40486,0,4.53492,0.45689,1.51746
-0.142,2.46813,2.0369,1,2.00316,0.81813,8.3234
-1.01979,0.67935,0.91872,1,1.32497,0.52254,2.80017
-1.71795,0.31057,0.70452,1,4.21132,-0.04245,-4.91865
-0.92171,-1.16675,-1.40919,1,0.97015,0.75968,-2.78018
-1.12757,-1.46823,-1.33058,0,2.80381,-0.32405,-0.82042
2.21339,0.93328,-0.98236,0,3.01323,0.55163,3.15227
2.45162,1.82118,2.21769,0,1.80284,1.24865,0.55541
2.06495,1.23665,-0.41423,1,2.71985,0.99615,3.68647
-2.45696,1.07189,0.56626,0,4.59716,-2.09052,-8.17053
-0.99869,-1.33308,-0.28357,1,2.61543,-1.42429,-0.78062
0.52317,-0.15521,-0.25224,0,2.27734,1.96372,2.22883
0.78226,-0.58122,0.76273,1,2.71709,0.7125,3.66589
-2.22046,-0.27388,0.75744,0,3.26688,0.90576,-8.12016
1.6742,-1.78631,-0.67855,0,2.38034,0.96954,3.65431
-2.503,-0.72772,-0.7825,1,4.71099,-0.44981,-8.74928
-0.94565,-0.52838,-0.9608,1,4.95482,-1.06065,-5.23053
-2.9867,-0.43518,-0.96023,0,3.44349,-1.30636,-13.94898
-1.37632,1.55784,1.17675,0,3.07038,0.85895,-5.46736
1.3685,-0.80468,-1.60885,0,0.27,-0.17355,2.04044
-2.0036,-1.33985,-1.39812,0,0.36022,-0.6254,-4.09065
0.49616,2.28023,1.52451,1,1.23153,-0.62354,6.42032
-0.61883,-0.27176,-0.62927,1,0.80336,-0.78565,-2.43018
0.61765,0.87901,1.13185,0,3.72976,0.98394,3.16374
-1.65701,0.41562,-0.65302,0,4.29762,-0.70741,-3.48719
-1.23344,-0.97912,0.42942,0,2.27778,1.76484,-2.63553
-1.73737,0.45604,0.08879,1,3.79354,-1.11343,-3.19338
0.99353,0.23577,-0.00847,1,4.99257,0.03669,3.10459
2.72102,-1.74006,-0.94366,0,3.21033,-0.32514,1.82274
1.46836,0.18282,-0.09444,1,2.61223,0.89659,4.00082
-0.62409,1.50805,1.94728,0,0.27074,-2.21597,-2.54766
-1.06107,0.47114,-0.89512,0,3.38824,-0.21121,-0.58403
-2.92638,0.506,0.74661,1,4.93021,-0.1375,-8.91017
2.19027,-0.30596,2.04084,0,0.48323,0.33234,2.10653
0.11277,-0.01101,1.24413,0,0.7085,0.41002,1.61167
-2.61899,-2.71817,-1.71324,0,1.87244,0.58183,-10.38531
-2.40153,-0.44977,-1.84432,0,2.21533,-0.40483,-11.91283
2.47529,-0.49102,0.29895,0,4.66003,0.33328,-0.01946
2.94801,-0.5406,-1.34054,0,4.53744,-0.42716,-1.67931
-1.22431,-0.62453,-0.29139,0,4.52205,-0.99583,-2.40086
-1.93035,-0.20975,0.53567,0,2.0513,0.69709,-12.23139
-0.6035,-0.35435,-1.07267,0,3.12222,-0.2522,-0.94282
-2.746,-0.46743,0.03229,1,1.87445,0.36218,-11.91677
-1.20497,-0.02555,0.58532,0,1.87895,-0.87667,-3.03798
1.06822,1.14782,1.86149,1,4.22716,-0.30796,7.0013
-1.4425,1.65541,0.88453,1,1.91905,1.24226,-2.23701
1.60188,-1.06988,-0.8037,1,0.90077,1.20602,2.40789
2.49449,0.19571,1.60736,0,2.32042,1.54354,4.63023
0.6893,-0.27393,0.95534,1,0.41829,0.69595,4.71073
2.75316,-0.20771,-0.68236,1,3.36566,1.7,-3.93105
0.56957,0.29937,0.80342,1,3.14274,0.89377,6.10583
1.11192,-1.4145,-1.96173,0,0.69205,-0.74777,3.89106
-1.61336,-0.21429,-0.00927,0,2.27436,1.10306,-0.39958
0.40584,-0.7937,-1.26352,0,1.11365,0.11064,2.10786
1.39659,-1.13073,0.0878,0,1.47052,-0.05444,2.86039
-0.61574,1.25741,1.26825,0,2.34712,0.70972,0.06679
-1.69452,0.20379,-0.57761,0,0.07331,-0.33158,-1.65307
-1.47802,0.23548,0.16424,1,0.13232,0.95122,-1.97035
2.86296,0.25514,-0.51264,0,2.75001,-1.85866,-0.7968
-0.8431,-1.30498,-1.98814,1,2.3134,1.18287,-4.53107
-1.26116,-1.35913,-1.2507,0,2.43964,-0.5828,-3.14749
0.21485,-0.22663,0.38931,1,0.03308,0.29347,2.06155
0.89834,0.52171,0.79349,0,4.55373,-3.30093,4.14606
0.3065,0.16532,-0.23416,1,2.28391,-0.78964,1.62364
-2.92022,1.44379,0.65176,0,2.01814,0.51914,-12.23587
-1.4867,-1.23964,-1.12938,1,3.30161,-0.03647,-6.23554
-1.29798,0.7961,0.72478,1,4.04029,-0.77937,-0.01179
-1.41993,1.9441,1.20189,0,2.76099,-0.66065,-3.00708
-0.02149,-0.20675,0.62214,0,0.21977,-0.26074,1.13602
2.79327,-0.71646,-1.7322,0,0.7224,0.01932,-0.62542
-2.5116,0.41706,0.42745,0,0.43582,-3.49004,-6.49776
0.35721,-0.34791,-0.01199,0,2.6689,-0.61147,0.48379
0.83229,1.47905,2.00526,0,0.78133,-0.59769,0.42462
-0.09187,-0.52022,-0.38337,0,2.17774,-0.19991,-0.96236
-1.61884,-0.73381,-1.12855,1,4.68094,-0.39362,-6.75505
2.22276,-0.01113,-0.11781,1,2.63832,-0.25193,1.85466
-1.25502,1.3516,-0.06916,0,0.00594,0.201,-3.54092
0.84566,0.18095,0.10023,0,4.78451,1.32216,2.77335
-1.54476,-0.00683,-0.39435,0,0.19415,-1.31423,-5.16947
